Pagina,Id,Code,Omschrijving,Groep,Begin geldigheid,Gerelateerd
Rapportagegrens,3,RG,Rapportagegrens,,2020-12-02,rapportagegrens
Bepalingsgrens,2,BG,Bepalingsgrens,,2020-12-02,bepalingsgrens
Aantoonbaarheidsgrens,1,AG,Aantoonbaarheidsgrens,,2020-12-02,aantoonbaarheidsgrens
