Pagina,Id,Code,Omschrijving,Groep,Begin geldigheid,Gerelateerd
Basismateriaal,6,BASMTRL,Basismateriaal,,2016-03-12,basismateriaal
Geotextiel,5,GEOTTL,Geotextiel,,2016-03-12,geotextiel
Vlijlaag,4,VLIJLG,Vlijlaag,,2016-03-12,vlijlaag
Filter,3,FILTR,Filter,,2016-03-12,filter
Uitvullaag,2,UITVLG,Uitvullaag,,2016-03-12,uitvullaag
Toplaag,1,TOPLG,Toplaag,,2016-03-12,toplaag
