Pagina,Id,Code,Omschrijving,Groep,Begin geldigheid,Gerelateerd
Territoriaal water,5,5,Territoriaal water,,2019-12-12,territoriaal water
Overgangswater,4,4,Overgangswater,,2019-12-12,overgangswater
Kustwater,3,3,Kustwater,,2019-12-12,kustwater
Meer,2,2,Meer,,2019-12-12,meer
Rivier,1,1,Rivier,,2019-12-12,rivier
