Pagina,Id,Code,Omschrijving,Groep,Begin geldigheid,Gerelateerd
Kilometrering,2,KILMTRG,Kilometrering,,2016-03-12,
Hectometrering,1,HECTMTRG,Hectometrering,,2016-03-12,
