Pagina,Id,Code,Omschrijving,Groep,Begin geldigheid,Gerelateerd
Geen score,4,GEENSRE,Geen score,,2016-03-12,
Onvoldoende,3,ONVDDE,Onvoldoende,,2016-03-12,onvoldoendeontoereikend
Voldoende,2,VOLDDE,Voldoende,,2016-03-12,voldoende
Goed,1,GOED,Goed,,2016-03-12,
