Pagina,Id,Code,Omschrijving,Groep,Begin geldigheid,Gerelateerd
Niet afsluitbaar,7,97,Niet afsluitbaar,,2016-03-12,
Tolklep,6,6,Tolklep,,2016-03-12,tolklep
Terugslagklep,5,5,Terugslagklep,,2016-03-12,terugslagklep
Schuif,4,4,Schuif,,2016-03-12,schuif
Zandzakken,3,3,Zandzakken,,2016-03-12,
Schotbalk sponning,2,2,Schotbalk sponning,,2016-03-12,schotbalksponning
Deur,1,1,Deur,,2016-03-12,
